question|context|answer|sql_generado
List all the customers in increasing order of IDs.|CREATE TABLE customers (customer_id VARCHAR, customer_name VARCHAR)|SELECT customer_id, customer_name FROM customers ORDER BY customer_id|SELECT customer_id, customer_name FROM customers ORDER BY customer_id ASC
"Retrieve the open and close dates of all the policies associated with the customer whose name contains ""Diana"""|CREATE TABLE customers (customer_id VARCHAR, customer_name VARCHAR); CREATE TABLE customers_policies (date_opened VARCHAR, date_closed VARCHAR, customer_id VARCHAR)|"SELECT t2.date_opened, t2.date_closed FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id = t2.customer_id WHERE t1.customer_name LIKE ""%Diana%"""|SELECT T2.date_opened, T2.date_closed FROM customers AS T1 INNER JOIN customers_policies AS T2 ON T1.customer_id = T2.customer_id WHERE T1.customer_name LIKE '%Diana%';
How many kinds of enzymes are there?|CREATE TABLE enzyme (Id VARCHAR)|SELECT COUNT(*) FROM enzyme|SELECT count(*) FROM enzyme
List the name of enzymes in descending lexicographical order.|CREATE TABLE enzyme (name VARCHAR)|SELECT name FROM enzyme ORDER BY name DESC|SELECT name FROM enzyme ORDER BY name DESC
List the names and the locations that the enzymes can make an effect.|CREATE TABLE enzyme (name VARCHAR, LOCATION VARCHAR)|SELECT name, LOCATION FROM enzyme|SELECT name, LOCATION FROM enzyme
What is the maximum Online Mendelian Inheritance in Man (OMIM) value of the enzymes?|CREATE TABLE enzyme (OMIM INTEGER)|SELECT MAX(OMIM) FROM enzyme|SELECT max(OMIM) FROM enzyme
What is the product, chromosome and porphyria related to the enzymes which take effect at the location 'Cytosol'?|CREATE TABLE enzyme (product VARCHAR, chromosome VARCHAR, porphyria VARCHAR, LOCATION VARCHAR)|SELECT product, chromosome, porphyria FROM enzyme WHERE LOCATION = 'Cytosol'|SELECT product, chromosome, porphyria FROM enzyme WHERE LOCATION = 'Cytosol';
What are the names of enzymes who does not produce 'Heme'?|CREATE TABLE enzyme (name VARCHAR, product VARCHAR)|SELECT name FROM enzyme WHERE product <> 'Heme'|SELECT name FROM enzyme WHERE product <> 'Heme'
What are the names and trade names of the medicines which has 'Yes' value in the FDA record?|CREATE TABLE medicine (name VARCHAR, trade_name VARCHAR, FDA_approved VARCHAR)|SELECT name, trade_name FROM medicine WHERE FDA_approved = 'Yes'|SELECT name, trade_name FROM medicine WHERE FDA_approved = 'Yes';
What are the names of enzymes in the medicine named 'Amisulpride' that can serve as an 'inhibitor'?|CREATE TABLE medicine (id VARCHAR, name VARCHAR); CREATE TABLE medicine_enzyme_interaction (enzyme_id VARCHAR, medicine_id VARCHAR, interaction_type VARCHAR); CREATE TABLE enzyme (name VARCHAR, id VARCHAR)|SELECT T1.name FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T1.id = T2.enzyme_id JOIN medicine AS T3 ON T2.medicine_id = T3.id WHERE T3.name = 'Amisulpride' AND T2.interaction_type = 'inhibitor'|SELECT T1.name FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T1.id  =  T2.enzyme_id JOIN medicine AS T3 ON T2.medicine_id  =  T3.id WHERE T3.name  =  'Amisulpride' AND T2.interaction_type  =  'inhibitor'
What are the ids and names of the medicine that can interact with two or more enzymes?|CREATE TABLE medicine_enzyme_interaction (medicine_id VARCHAR); CREATE TABLE medicine (id VARCHAR, Name VARCHAR)|SELECT T1.id, T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id = T1.id GROUP BY T1.id HAVING COUNT(*) >= 2|SELECT m.id, m.Name FROM medicine AS m JOIN medicine_enzyme_interaction AS mei ON m.id = mei.medicine_id GROUP BY m.id, m.Name HAVING COUNT(DISTINCT mei.medicine_id) >= 2
What are the ids, names and FDA approval status of medicines in descending order of the number of enzymes that it can interact with.|CREATE TABLE medicine_enzyme_interaction (medicine_id VARCHAR); CREATE TABLE medicine (id VARCHAR, Name VARCHAR, FDA_approved VARCHAR)|SELECT T1.id, T1.Name, T1.FDA_approved FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id = T1.id GROUP BY T1.id ORDER BY COUNT(*) DESC|SELECT m.id, m.Name, m.FDA_approved FROM medicine m JOIN (SELECT medicine_id, COUNT(*) AS interaction_count FROM medicine_enzyme_interaction GROUP BY medicine_id) AS interaction_counts ON m.id = interaction_counts.medicine_id ORDER BY interaction_counts.interaction_count DESC;
What is the id and name of the enzyme with most number of medicines that can interact as 'activator'?|CREATE TABLE medicine_enzyme_interaction (enzyme_id VARCHAR, interaction_type VARCHAR); CREATE TABLE enzyme (id VARCHAR, name VARCHAR)|SELECT T1.id, T1.name FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T1.id = T2.enzyme_id WHERE T2.interaction_type = 'activitor' GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 1|SELECT T2.id, T2.name FROM medicine_enzyme_interaction AS T1 JOIN enzyme AS T2 ON T1.enzyme_id  =  T2.id WHERE T1.interaction_type  =  'activator' GROUP BY T1.enzyme_id ORDER BY count(*) DESC LIMIT 1
What is the interaction type of the enzyme named 'ALA synthase' and the medicine named 'Aripiprazole'?|CREATE TABLE enzyme (id VARCHAR, name VARCHAR); CREATE TABLE medicine (id VARCHAR, name VARCHAR); CREATE TABLE medicine_enzyme_interaction (interaction_type VARCHAR, medicine_id VARCHAR, enzyme_id VARCHAR)|SELECT T1.interaction_type FROM medicine_enzyme_interaction AS T1 JOIN medicine AS T2 ON T1.medicine_id = T2.id JOIN enzyme AS T3 ON T1.enzyme_id = T3.id WHERE T3.name = 'ALA synthase' AND T2.name = 'Aripiprazole'|SELECT T1.interaction_type FROM medicine_enzyme_interaction AS T1 INNER JOIN medicine AS T2 ON T1.medicine_id = T2.id INNER JOIN enzyme AS T3 ON T1.enzyme_id = T3.id WHERE T2.name = 'Aripiprazole' AND T3.name = 'ALA synthase'
What is the most common interaction type between enzymes and medicine? And how many are there?|CREATE TABLE medicine_enzyme_interaction (interaction_type VARCHAR)|SELECT interaction_type, COUNT(*) FROM medicine_enzyme_interaction GROUP BY interaction_type ORDER BY COUNT(*) DESC LIMIT 1|SELECT interaction_type, COUNT(*) AS interaction_count FROM medicine_enzyme_interaction GROUP BY interaction_type ORDER BY interaction_count DESC LIMIT 1;
How many medicines have the FDA approval status 'No' ?|CREATE TABLE medicine (FDA_approved VARCHAR)|SELECT COUNT(*) FROM medicine WHERE FDA_approved = 'No'|SELECT count(*) FROM medicine WHERE FDA_approved = 'No';
How many enzymes do not have any interactions?|CREATE TABLE medicine_enzyme_interaction (id VARCHAR, enzyme_id VARCHAR); CREATE TABLE enzyme (id VARCHAR, enzyme_id VARCHAR)|SELECT COUNT(*) FROM enzyme WHERE NOT id IN (SELECT enzyme_id FROM medicine_enzyme_interaction)|SELECT count(*) FROM enzyme WHERE id NOT IN (SELECT enzyme_id FROM medicine_enzyme_interaction)
What is the id and trade name of the medicines can interact with at least 3 enzymes?|CREATE TABLE medicine (id VARCHAR, trade_name VARCHAR); CREATE TABLE medicine_enzyme_interaction (medicine_id VARCHAR)|SELECT T1.id, T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id = T1.id GROUP BY T1.id HAVING COUNT(*) >= 3|SELECT m.id, m.trade_name FROM medicine m JOIN medicine_enzyme_interaction mei ON m.id = mei.medicine_id GROUP BY m.id, m.trade_name HAVING COUNT(DISTINCT mei.medicine_id) >= 3
What are the distinct name, location and products of the enzymes which has any 'inhibitor' interaction?|CREATE TABLE enzyme (name VARCHAR, location VARCHAR, product VARCHAR, id VARCHAR); CREATE TABLE medicine_enzyme_interaction (enzyme_id VARCHAR, interaction_type VARCHAR)|SELECT DISTINCT T1.name, T1.location, T1.product FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.enzyme_id = T1.id WHERE T2.interaction_type = 'inhibitor'|SELECT DISTINCT T1.name, T1.location, T1.product FROM enzyme AS T1 INNER JOIN medicine_enzyme_interaction AS T2 ON T1.id = T2.enzyme_id WHERE T2.interaction_type = 'inhibitor'
List the medicine name and trade name which can both interact as 'inhibitor' and 'activitor' with enzymes.|CREATE TABLE medicine (name VARCHAR, trade_name VARCHAR, id VARCHAR); CREATE TABLE medicine_enzyme_interaction (medicine_id VARCHAR)|SELECT T1.name, T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id = T1.id WHERE interaction_type = 'inhibitor' INTERSECT SELECT T1.name, T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id = T1.id WHERE interaction_type = 'activitor'|SELECT m.name, m.trade_name FROM medicine m JOIN medicine_enzyme_interaction mei ON m.id = mei.medicine_id WHERE mei.interaction_type = 'inhibitor' INTERSECT SELECT m.name, m.trade_name FROM medicine m JOIN medicine_enzyme_interaction mei ON m.id = mei.medicine_id WHERE mei.interaction_type = 'activitor';
Show the medicine names and trade names that cannot interact with the enzyme with product 'Heme'.|CREATE TABLE medicine (name VARCHAR, trade_name VARCHAR); CREATE TABLE medicine_enzyme_interaction (medicine_id VARCHAR, enzyme_id VARCHAR); CREATE TABLE medicine (name VARCHAR, trade_name VARCHAR, id VARCHAR); CREATE TABLE enzyme (id VARCHAR, product VARCHAR)|SELECT name, trade_name FROM medicine EXCEPT SELECT T1.name, T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id = T1.id JOIN enzyme AS T3 ON T3.id = T2.enzyme_id WHERE T3.product = 'Protoporphyrinogen IX'|SELECT name, trade_name FROM medicine EXCEPT SELECT m.name, m.trade_name FROM medicine m JOIN medicine_enzyme_interaction mei ON m.id = mei.medicine_id JOIN enzyme e ON mei.enzyme_id = e.id WHERE e.product = 'Heme';
How many distinct FDA approval statuses are there for the medicines?|CREATE TABLE medicine (FDA_approved VARCHAR)|SELECT COUNT(DISTINCT FDA_approved) FROM medicine|SELECT count(DISTINCT FDA_approved) FROM medicine
"Which enzyme names have the substring ""ALA""?"|CREATE TABLE enzyme (name VARCHAR)|"SELECT name FROM enzyme WHERE name LIKE ""%ALA%"""|SELECT name FROM enzyme WHERE name LIKE '%ALA%';
find the number of medicines offered by each trade.|CREATE TABLE medicine (trade_name VARCHAR)|SELECT trade_name, COUNT(*) FROM medicine GROUP BY trade_name|SELECT trade_name, COUNT(*) AS number_of_medicines FROM medicine GROUP BY trade_name;
List all schools and their nicknames in the order of founded year.|CREATE TABLE university (school VARCHAR, nickname VARCHAR, founded VARCHAR)|SELECT school, nickname FROM university ORDER BY founded|SELECT school, nickname FROM university ORDER BY founded
List all public schools and their locations.|CREATE TABLE university (school VARCHAR, LOCATION VARCHAR, affiliation VARCHAR)|SELECT school, LOCATION FROM university WHERE affiliation = 'Public'|SELECT school, location FROM university WHERE affiliation = 'Public';
When was the school with the largest enrollment founded?|CREATE TABLE university (founded VARCHAR, enrollment VARCHAR)|SELECT founded FROM university ORDER BY enrollment DESC LIMIT 1|SELECT founded FROM university ORDER BY enrollment DESC LIMIT 1
Find the founded year of the newest non public school.|CREATE TABLE university (founded VARCHAR, affiliation VARCHAR)|SELECT founded FROM university WHERE affiliation <> 'Public' ORDER BY founded DESC LIMIT 1|SELECT founded FROM university WHERE affiliation != 'Public' ORDER BY founded DESC LIMIT 1
How many schools are in the basketball match?|CREATE TABLE basketball_match (school_id VARCHAR)|SELECT COUNT(DISTINCT school_id) FROM basketball_match|SELECT count(*) FROM basketball_match
What is the highest acc percent score in the competition?|CREATE TABLE basketball_match (acc_percent VARCHAR)|SELECT acc_percent FROM basketball_match ORDER BY acc_percent DESC LIMIT 1|SELECT MAX(acc_percent) FROM basketball_match
What is the primary conference of the school that has the lowest acc percent score in the competition?|CREATE TABLE basketball_match (school_id VARCHAR, acc_percent VARCHAR); CREATE TABLE university (Primary_conference VARCHAR, school_id VARCHAR)|SELECT t1.Primary_conference FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id = t2.school_id ORDER BY t2.acc_percent LIMIT 1|SELECT T2.Primary_conference FROM basketball_match AS T1 JOIN university AS T2 ON T1.school_id = T2.school_id ORDER BY T1.acc_percent ASC LIMIT 1
What is the team name and acc regular season score of the school that was founded for the longest time?|CREATE TABLE university (school_id VARCHAR, founded VARCHAR); CREATE TABLE basketball_match (team_name VARCHAR, ACC_Regular_Season VARCHAR, school_id VARCHAR)|SELECT t2.team_name, t2.ACC_Regular_Season FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id = t2.school_id ORDER BY t1.founded LIMIT 1|SELECT T1.team_name, T1.ACC_Regular_Season FROM basketball_match AS T1 JOIN university AS T2 ON T1.school_id  =  T2.school_id ORDER BY T2.founded LIMIT 1
Find the location and all games score of the school that has Clemson as its team name.|CREATE TABLE basketball_match (All_Games VARCHAR, school_id VARCHAR); CREATE TABLE university (location VARCHAR, school_id VARCHAR)|SELECT t2.All_Games, t1.location FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id = t2.school_id WHERE team_name = 'Clemson'|SELECT T1.location, T2.All_Games FROM university AS T1 JOIN basketball_match AS T2 ON T1.school_id = T2.school_id WHERE T1.school_id = 'Clemson'
What are the average enrollment size of the universities that are founded before 1850?|CREATE TABLE university (enrollment INTEGER, founded INTEGER)|SELECT AVG(enrollment) FROM university WHERE founded < 1850|SELECT avg(enrollment) FROM university WHERE founded < 1850
Show the enrollment and primary_conference of the oldest college.|CREATE TABLE university (enrollment VARCHAR, primary_conference VARCHAR, founded VARCHAR)|SELECT enrollment, primary_conference FROM university ORDER BY founded LIMIT 1|SELECT enrollment, primary_conference FROM university ORDER BY founded ASC LIMIT 1
What is the total and minimum enrollment of all schools?|CREATE TABLE university (enrollment INTEGER)|SELECT SUM(enrollment), MIN(enrollment) FROM university|SELECT count(*), min(enrollment) FROM university
Find the total student enrollment for different affiliation type schools.|CREATE TABLE university (affiliation VARCHAR, enrollment INTEGER)|SELECT SUM(enrollment), affiliation FROM university GROUP BY affiliation|SELECT affiliation, SUM(enrollment) AS total_enrollment FROM university GROUP BY affiliation
How many schools do not participate in the basketball match?|CREATE TABLE university (school_id VARCHAR); CREATE TABLE basketball_match (school_id VARCHAR)|SELECT COUNT(*) FROM university WHERE NOT school_id IN (SELECT school_id FROM basketball_match)|SELECT count(*) FROM university WHERE school_id NOT IN (SELECT school_id FROM basketball_match);
Find the schools that were either founded after 1850 or public.|CREATE TABLE university (school VARCHAR, founded VARCHAR, affiliation VARCHAR)|SELECT school FROM university WHERE founded > 1850 OR affiliation = 'Public'|SELECT school FROM university WHERE founded > '1850' OR affiliation = 'Public'
Find how many different affiliation types there are.|CREATE TABLE university (affiliation VARCHAR)|SELECT COUNT(DISTINCT affiliation) FROM university|SELECT count(DISTINCT affiliation) FROM university
Find how many school locations have the word 'NY'.|CREATE TABLE university (LOCATION VARCHAR)|"SELECT COUNT(*) FROM university WHERE LOCATION LIKE ""%NY%"""|SELECT count(*) FROM university WHERE LOCATION LIKE '%NY%';
Find the team names of the universities whose enrollments are smaller than the average enrollment size.|CREATE TABLE university (school_id VARCHAR); CREATE TABLE basketball_match (team_name VARCHAR, school_id VARCHAR); CREATE TABLE university (enrollment INTEGER)|SELECT t2.team_name FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id = t2.school_id WHERE enrollment < (SELECT AVG(enrollment) FROM university)|SELECT T1.team_name FROM basketball_match AS T1 JOIN university AS T2 ON T1.school_id  =  T2.school_id WHERE T2.enrollment  <  (SELECT avg(enrollment) FROM university)
Find the number of universities that have over a 20000 enrollment size for each affiliation type.|CREATE TABLE university (affiliation VARCHAR, enrollment INTEGER)|SELECT COUNT(*), affiliation FROM university WHERE enrollment > 20000 GROUP BY affiliation|SELECT affiliation, COUNT(*) FROM university WHERE enrollment > 20000 GROUP BY affiliation
Find the total number of students enrolled in the colleges that were founded after the year of 1850 for each affiliation type.|CREATE TABLE university (affiliation VARCHAR, Enrollment INTEGER, founded INTEGER)|SELECT SUM(Enrollment), affiliation FROM university WHERE founded > 1850 GROUP BY affiliation|SELECT affiliation, SUM(Enrollment) FROM university WHERE founded > 1850 GROUP BY affiliation
What is the maximum enrollment across all schools?|CREATE TABLE university (Enrollment INTEGER)|SELECT MAX(Enrollment) FROM university|SELECT MAX(Enrollment) FROM university
List all information regarding the basketball match.|CREATE TABLE basketball_match (Id VARCHAR)|SELECT * FROM basketball_match|SELECT * FROM basketball_match
List names of all teams in the basketball competition, ordered by all home scores in descending order.|CREATE TABLE basketball_match (team_name VARCHAR, All_Home VARCHAR)|SELECT team_name FROM basketball_match ORDER BY All_Home DESC|SELECT team_name FROM basketball_match ORDER BY All_Home DESC
the names of models that launched between 2002 and 2004.|CREATE TABLE chip_model (Model_name VARCHAR, Launch_year INTEGER)|SELECT Model_name FROM chip_model WHERE Launch_year BETWEEN 2002 AND 2004|SELECT Model_name FROM chip_model WHERE Launch_year BETWEEN 2002 AND 2004
Which model has the least amount of RAM? List the model name and the amount of RAM.|CREATE TABLE chip_model (Model_name VARCHAR, RAM_MiB VARCHAR)|SELECT Model_name, RAM_MiB FROM chip_model ORDER BY RAM_MiB LIMIT 1|SELECT Model_name, RAM_MiB FROM chip_model ORDER BY RAM_MiB ASC LIMIT 1
"What are the chip model and screen mode of the phone with hardware model name ""LG-P760""?"|CREATE TABLE phone (chip_model VARCHAR, screen_mode VARCHAR, Hardware_Model_name VARCHAR)|"SELECT chip_model, screen_mode FROM phone WHERE Hardware_Model_name = ""LG-P760"""|SELECT chip_model, screen_mode FROM phone WHERE Hardware_Model_name = 'LG-P760';
"How many phone hardware models are produced by the company named ""Nokia Corporation""?"|CREATE TABLE phone (Company_name VARCHAR)|"SELECT COUNT(*) FROM phone WHERE Company_name = ""Nokia Corporation"""|SELECT count(*) FROM phone WHERE Company_name = 'Nokia Corporation'
"What is maximum and minimum RAM size of phone produced by company named ""Nokia Corporation""?"|CREATE TABLE phone (chip_model VARCHAR, Company_name VARCHAR); CREATE TABLE chip_model (RAM_MiB INTEGER, Model_name VARCHAR)|"SELECT MAX(T1.RAM_MiB), MIN(T1.RAM_MiB) FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name = T2.chip_model WHERE T2.Company_name = ""Nokia Corporation"""|SELECT max(T1.RAM_MiB), min(T1.RAM_MiB) FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name  =  T2.chip_model WHERE T2.Company_name  =  'Nokia Corporation'
