question|context|answer|sql_generado
What is the zip code in which the average mean sea level pressure is the lowest?|CREATE TABLE weather (zip_code VARCHAR, mean_sea_level_pressure_inches INTEGER)|SELECT zip_code FROM weather GROUP BY zip_code ORDER BY AVG(mean_sea_level_pressure_inches) LIMIT 1|SELECT zip_code FROM weather GROUP BY zip_code ORDER BY AVG(mean_sea_level_pressure_inches) ASC LIMIT 1
What is the average bike availability in stations that are not located in Palo Alto?|CREATE TABLE status (bikes_available INTEGER, station_id VARCHAR, id VARCHAR, city VARCHAR); CREATE TABLE station (bikes_available INTEGER, station_id VARCHAR, id VARCHAR, city VARCHAR)|"SELECT AVG(bikes_available) FROM status WHERE NOT station_id IN (SELECT id FROM station WHERE city = ""Palo Alto"")"|SELECT AVG(bikes_available) FROM station WHERE city <> 'Palo Alto'
What is the average longitude of stations that never had bike availability more than 10?|CREATE TABLE station (long INTEGER, id VARCHAR, station_id VARCHAR, bikes_available INTEGER); CREATE TABLE status (long INTEGER, id VARCHAR, station_id VARCHAR, bikes_available INTEGER)|SELECT AVG(long) FROM station WHERE NOT id IN (SELECT station_id FROM status GROUP BY station_id HAVING MAX(bikes_available) > 10)|SELECT AVG(T1.long) FROM station AS T1 JOIN status AS T2 ON T1.station_id = T2.station_id WHERE T1.station_id NOT IN (SELECT station_id FROM status WHERE bikes_available > 10)
When and in what zip code did max temperature reach 80?|CREATE TABLE weather (date VARCHAR, zip_code VARCHAR, max_temperature_f VARCHAR)|SELECT date, zip_code FROM weather WHERE max_temperature_f >= 80|SELECT date, zip_code FROM weather WHERE max_temperature_f = '80';
Give me ids for all the trip that took place in a zip code area with average mean temperature above 60.|CREATE TABLE trip (id VARCHAR, zip_code VARCHAR); CREATE TABLE weather (zip_code VARCHAR, mean_temperature_f INTEGER)|SELECT T1.id FROM trip AS T1 JOIN weather AS T2 ON T1.zip_code = T2.zip_code GROUP BY T2.zip_code HAVING AVG(T2.mean_temperature_f) > 60|SELECT T1.id FROM trip AS T1 JOIN weather AS T2 ON T1.zip_code = T2.zip_code WHERE T2.mean_temperature_f > 60
For each zip code, return how many times max wind speed reached 25?|CREATE TABLE weather (zip_code VARCHAR, max_wind_Speed_mph VARCHAR)|SELECT zip_code, COUNT(*) FROM weather WHERE max_wind_Speed_mph >= 25 GROUP BY zip_code|SELECT zip_code, COUNT(*) FROM weather WHERE max_wind_Speed_mph = '25' GROUP BY zip_code
On which day and in which zip code was the min dew point lower than any day in zip code 94107?|CREATE TABLE weather (date VARCHAR, zip_code VARCHAR, min_dew_point_f INTEGER)|SELECT date, zip_code FROM weather WHERE min_dew_point_f < (SELECT MIN(min_dew_point_f) FROM weather WHERE zip_code = 94107)|SELECT date, zip_code FROM weather WHERE min_dew_point_f < (SELECT MIN(min_dew_point_f) FROM weather WHERE zip_code = '94107')
For each trip, return its ending station's installation date.|CREATE TABLE station (installation_date VARCHAR, id VARCHAR); CREATE TABLE trip (id VARCHAR, end_station_id VARCHAR)|SELECT T1.id, T2.installation_date FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id|SELECT T1.installation_date FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.end_station_id
Which trip started from the station with the largest dock count? Give me the trip id.|CREATE TABLE trip (id VARCHAR, start_station_id VARCHAR); CREATE TABLE station (id VARCHAR, dock_count VARCHAR)|SELECT T1.id FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id ORDER BY T2.dock_count DESC LIMIT 1|SELECT T1.id FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id WHERE T2.dock_count = (SELECT MAX(dock_count) FROM station) LIMIT 1
Count the number of trips that did not end in San Francisco city.|CREATE TABLE trip (end_station_id VARCHAR); CREATE TABLE station (id VARCHAR, city VARCHAR)|"SELECT COUNT(*) FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id WHERE T2.city <> ""San Francisco"""|SELECT COUNT(*) FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id WHERE T2.city <> 'San Francisco'
In zip code 94107, on which day neither Fog nor Rain was not observed?|CREATE TABLE weather (date VARCHAR, EVENTS VARCHAR, zip_code VARCHAR)|"SELECT date FROM weather WHERE zip_code = 94107 AND EVENTS <> ""Fog"" AND EVENTS <> ""Rain"""|SELECT date FROM weather WHERE zip_code = '94107' AND EVENTS <> 'Fog' AND EVENTS <> 'Rain'
What are the ids of stations that have latitude above 37.4 and never had bike availability below 7?|CREATE TABLE status (id VARCHAR, station_id VARCHAR, lat INTEGER, bikes_available INTEGER); CREATE TABLE station (id VARCHAR, station_id VARCHAR, lat INTEGER, bikes_available INTEGER)|SELECT id FROM station WHERE lat > 37.4 EXCEPT SELECT station_id FROM status GROUP BY station_id HAVING MIN(bikes_available) < 7|SELECT DISTINCT station_id FROM status WHERE station_id IN (SELECT station_id FROM status WHERE lat > 37.4 GROUP BY station_id HAVING NOT EXISTS (SELECT 1 FROM status AS T1 WHERE T1.station_id = status.station_id AND bikes_available < 7))
What are names of stations that have average bike availability above 10 and are not located in San Jose city?|CREATE TABLE station (name VARCHAR, id VARCHAR); CREATE TABLE status (station_id VARCHAR); CREATE TABLE station (name VARCHAR, city VARCHAR, bikes_available INTEGER)|"SELECT T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id GROUP BY T2.station_id HAVING AVG(bikes_available) > 10 EXCEPT SELECT name FROM station WHERE city = ""San Jose"""|SELECT name FROM station WHERE city <> 'San Jose' GROUP BY name HAVING AVG(bikes_available) > 10
What are the name, latitude, and city of the station with the lowest latitude?|CREATE TABLE station (name VARCHAR, lat VARCHAR, city VARCHAR)|SELECT name, lat, city FROM station ORDER BY lat LIMIT 1|SELECT name, lat, city FROM station ORDER BY lat ASC LIMIT 1
What are the date, mean temperature and mean humidity for the top 3 days with the largest max gust speeds?|CREATE TABLE weather (date VARCHAR, mean_temperature_f VARCHAR, mean_humidity VARCHAR, max_gust_speed_mph VARCHAR)|SELECT date, mean_temperature_f, mean_humidity FROM weather ORDER BY max_gust_speed_mph DESC LIMIT 3|SELECT date, mean_temperature_f, mean_humidity FROM weather ORDER BY CAST(max_gust_speed_mph AS REAL) DESC LIMIT 3
List the name and the number of stations for all the cities that have at least 15 stations.|CREATE TABLE station (city VARCHAR)|SELECT city, COUNT(*) FROM station GROUP BY city HAVING COUNT(*) >= 15|SELECT city, COUNT(*) FROM station GROUP BY city HAVING COUNT(*) >= 15
Find the ids and names of stations from which at least 200 trips started.|CREATE TABLE trip (start_station_id VARCHAR, start_station_name VARCHAR)|SELECT start_station_id, start_station_name FROM trip GROUP BY start_station_name HAVING COUNT(*) >= 200|SELECT start_station_id, start_station_name FROM trip GROUP BY start_station_id, start_station_name HAVING COUNT(*) >= 200
Find the zip code in which the average mean visibility is lower than 10.|CREATE TABLE weather (zip_code VARCHAR, mean_visibility_miles INTEGER)|SELECT zip_code FROM weather GROUP BY zip_code HAVING AVG(mean_visibility_miles) < 10|SELECT zip_code FROM weather GROUP BY zip_code HAVING AVG(mean_visibility_miles) < 10
List all the cities in a decreasing order of each city's stations' highest latitude.|CREATE TABLE station (city VARCHAR, lat INTEGER)|SELECT city FROM station GROUP BY city ORDER BY MAX(lat) DESC|SELECT city FROM station ORDER BY lat DESC
What are the dates that had the top 5 cloud cover rates? Also tell me the cloud cover rate.|CREATE TABLE weather (date VARCHAR, cloud_cover VARCHAR)|SELECT date, cloud_cover FROM weather ORDER BY cloud_cover DESC LIMIT 5|SELECT date, cloud_cover FROM weather ORDER BY cloud_cover DESC LIMIT 5
What are the ids and durations of the trips with the top 3 durations?|CREATE TABLE trip (id VARCHAR, duration VARCHAR)|SELECT id, duration FROM trip ORDER BY duration DESC LIMIT 3|SELECT id, duration FROM trip ORDER BY CAST(duration AS INTEGER) DESC LIMIT 3
For each station, return its longitude and the average duration of trips that started from the station.|CREATE TABLE station (name VARCHAR, long VARCHAR, id VARCHAR); CREATE TABLE trip (duration INTEGER, start_station_id VARCHAR)|SELECT T1.name, T1.long, AVG(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id GROUP BY T2.start_station_id|SELECT T1.long, AVG(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id GROUP BY T1.id
For each station, find its latitude and the minimum duration of trips that ended at the station.|CREATE TABLE trip (duration INTEGER, end_station_id VARCHAR); CREATE TABLE station (name VARCHAR, lat VARCHAR, id VARCHAR)|SELECT T1.name, T1.lat, MIN(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.end_station_id GROUP BY T2.end_station_id|SELECT T2.lat, MIN(T1.duration) FROM trip AS T1 JOIN station AS T2 ON T1.end_station_id = T2.id GROUP BY T2.id
List all the distinct stations from which a trip of duration below 100 started.|CREATE TABLE trip (start_station_name VARCHAR, duration INTEGER)|SELECT DISTINCT start_station_name FROM trip WHERE duration < 100|SELECT DISTINCT start_station_name FROM trip WHERE duration < 100
Find all the zip codes in which the max dew point have never reached 70.|CREATE TABLE weather (zip_code VARCHAR, max_dew_point_f VARCHAR)|SELECT DISTINCT zip_code FROM weather EXCEPT SELECT DISTINCT zip_code FROM weather WHERE max_dew_point_f >= 70|SELECT zip_code FROM weather WHERE max_dew_point_f <> '70'
Find the id for the trips that lasted at least as long as the average duration of trips in zip code 94103.|CREATE TABLE trip (id VARCHAR, duration INTEGER, zip_code VARCHAR)|SELECT id FROM trip WHERE duration >= (SELECT AVG(duration) FROM trip WHERE zip_code = 94103)|SELECT id FROM trip WHERE duration >= (SELECT AVG(duration) FROM trip WHERE zip_code = '94103')
What are the dates in which the mean sea level pressure was between 30.3 and 31?|CREATE TABLE weather (date VARCHAR, mean_sea_level_pressure_inches INTEGER)|SELECT date FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31|SELECT date FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31
Find the day in which the difference between the max temperature and min temperature was the smallest. Also report the difference.|CREATE TABLE weather (date VARCHAR, max_temperature_f VARCHAR, min_temperature_f VARCHAR)|SELECT date, max_temperature_f - min_temperature_f FROM weather ORDER BY max_temperature_f - min_temperature_f LIMIT 1|SELECT date, CAST(max_temperature_f AS INTEGER) - CAST(min_temperature_f AS INTEGER) AS temperature_difference FROM weather ORDER BY temperature_difference ASC LIMIT 1
What are the id and name of the stations that have ever had more than 12 bikes available?|CREATE TABLE station (id VARCHAR, name VARCHAR); CREATE TABLE status (station_id VARCHAR, bikes_available INTEGER)|SELECT DISTINCT T1.id, T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id WHERE T2.bikes_available > 12|SELECT T1.id, T1.name FROM station AS T1 JOIN status AS T2 ON T1.id = T2.station_id WHERE T2.bikes_available > 12 GROUP BY T1.id, T1.name
Give me the zip code where the average mean humidity is below 70 and at least 100 trips took place.|CREATE TABLE weather (zip_code VARCHAR, mean_humidity INTEGER); CREATE TABLE trip (zip_code VARCHAR, mean_humidity INTEGER)|SELECT zip_code FROM weather GROUP BY zip_code HAVING AVG(mean_humidity) < 70 INTERSECT SELECT zip_code FROM trip GROUP BY zip_code HAVING COUNT(*) >= 100|SELECT zip_code FROM weather WHERE mean_humidity < 70 INTERSECT SELECT zip_code FROM trip GROUP BY zip_code HAVING COUNT(*) >= 100
What are the names of stations that are located in Palo Alto city but have never been the ending point of trips more than 100 times?|CREATE TABLE trip (name VARCHAR, end_station_name VARCHAR, city VARCHAR); CREATE TABLE station (name VARCHAR, end_station_name VARCHAR, city VARCHAR)|"SELECT name FROM station WHERE city = ""Palo Alto"" EXCEPT SELECT end_station_name FROM trip GROUP BY end_station_name HAVING COUNT(*) > 100"|SELECT name FROM station WHERE city = 'Palo Alto' AND name NOT IN (SELECT end_station_name FROM trip WHERE city = 'Palo Alto' GROUP BY end_station_name HAVING COUNT(*) > 100)
How many trips started from Mountain View city and ended at Palo Alto city?|CREATE TABLE station (city VARCHAR, id VARCHAR); CREATE TABLE trip (end_station_id VARCHAR, id VARCHAR); CREATE TABLE station (id VARCHAR, city VARCHAR); CREATE TABLE trip (start_station_id VARCHAR, id VARCHAR)|"SELECT COUNT(*) FROM station AS T1 JOIN trip AS T2 JOIN station AS T3 JOIN trip AS T4 ON T1.id = T2.start_station_id AND T2.id = T4.id AND T3.id = T4.end_station_id WHERE T1.city = ""Mountain View"" AND T3.city = ""Palo Alto"""|SELECT COUNT(T2.id) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id JOIN station AS T3 ON T2.end_station_id = T3.id WHERE T1.city = 'Mountain View' AND T3.city = 'Palo Alto'
What is the average latitude and longitude of the starting points of all trips?|CREATE TABLE trip (start_station_id VARCHAR); CREATE TABLE station (lat INTEGER, long INTEGER, id VARCHAR)|SELECT AVG(T1.lat), AVG(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.start_station_id|SELECT AVG(T2.lat), AVG(T2.long) FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id = T2.id
How many books are there?|CREATE TABLE book (Id VARCHAR)|SELECT COUNT(*) FROM book|SELECT COUNT(*) FROM book
List the writers of the books in ascending alphabetical order.|CREATE TABLE book (Writer VARCHAR)|SELECT Writer FROM book ORDER BY Writer|SELECT Writer FROM book ORDER BY Writer ASC
List the titles of the books in ascending order of issues.|CREATE TABLE book (Title VARCHAR, Issues VARCHAR)|SELECT Title FROM book ORDER BY Issues|SELECT Title FROM book ORDER BY CAST(Issues AS UNSIGNED) ASC
"What are the titles of the books whose writer is not ""Elaine Lee""?"|CREATE TABLE book (Title VARCHAR, Writer VARCHAR)|"SELECT Title FROM book WHERE Writer <> ""Elaine Lee"""|SELECT Title FROM book WHERE Writer <> 'Elaine Lee'
What are the title and issues of the books?|CREATE TABLE book (Title VARCHAR, Issues VARCHAR)|SELECT Title, Issues FROM book|SELECT Title, Issues FROM book
What are the dates of publications in descending order of price?|CREATE TABLE publication (Publication_Date VARCHAR, Price VARCHAR)|SELECT Publication_Date FROM publication ORDER BY Price DESC|SELECT Publication_Date FROM publication ORDER BY Price DESC
What are the distinct publishers of publications with price higher than 5000000?|CREATE TABLE publication (Publisher VARCHAR, Price INTEGER)|SELECT DISTINCT Publisher FROM publication WHERE Price > 5000000|SELECT DISTINCT Publisher FROM publication WHERE Price > 5000000
